Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн;;
Лютий 2024;Djeco;DJ09373;"DJECO Художній комплект для малювання ""Пустеля""";4,000;2 054,04;;
Лютий 2024;Djeco;DJ09375;"DJECO Художній комплект для малювання ""Чарівна мить""";10,000;2 994,00;;
Лютий 2024;Djeco;DJ09378;"DJECO Набір для скретчинга ""Південь""";10,000;2 368,80;;
Лютий 2024;Djeco;DJ09380;"DJECO Художній комплект для малювання ""Уві сні""";8,000;3 995,04;;
Лютий 2024;Djeco;DJ09381;"Djeco Художній комплект для малювання ""Балерина""";46,000;21 071,04;;
Лютий 2024;Djeco;DJ09409;"Djeco Художній комплект малювання блискітками ""Казкова країна"" ";41,000;18 017,64;;
Лютий 2024;Djeco;DJ09422;"Djeco Набір для творчості - мозаїка ""Глибоко в джунглях""";21,000;10 177,20;;
Лютий 2024;Djeco;DJ09425;"Djeco Набір для творчості - мозаїка ""Милі тваринки""";84,000;30 911,22;;
Лютий 2024;Djeco;DJ09427;"Djeco Набір для творчості - мозаїка ""Карибський басейн""";6,000;2 621,16;;
Лютий 2024;Djeco;DJ09436;"Djeco Набір для творчості ""Сад""";131,000;51 388,98;;
Лютий 2024;Djeco;DJ09437;"Djeco Набір для творчості ""Ніч""";169,000;67 290,66;;
Лютий 2024;Djeco;DJ09454;"Djeco Набір для творчості ""Квіткові віночки""";6,000;3 371,40;;
Лютий 2024;Djeco;DJ09460;"Djeco Художні патчі металізовані ""Мелодії""";-2,000;-846,64;;
Лютий 2024;Djeco;DJ09463;"Djeco Художні патчі металізовані ""Динозаври""";32,000;11 452,32;;
Лютий 2024;Djeco;DJ09464;"Djeco Художні патчі з блискітками ""Феї""";-2,000;-613,00;;
Лютий 2024;Djeco;DJ09465;"Djeco Художні патчі з блискітками ""Пелюстки""";9,000;1 489,72;;
Лютий 2024;Djeco;DJ09466;"Djeco Художні патчі з блискітками ""Океан""";-2,000;-725,40;;
Лютий 2024;Djeco;DJ09467;"Djeco Художні патчі з вельветом ""Легкість""";-1,000;-392,76;;
Лютий 2024;Djeco;DJ09468;"Djeco Художні патчі з вельветом ""Прекрасні діви""";-1,000;-332,64;;
Лютий 2024;Djeco;DJ09470;"Djeco Художні патчі з блискітками ""Солодощі""";-1,000;71,28;;
Лютий 2024;Djeco;DJ09498;Djeco Набір для створення аксесуарів для волосся;68,000;19 431,12;;
Лютий 2024;Djeco;DJ09499;Djeco Набір для створення каблучок;-1,000;-384,12;;
Лютий 2024;Djeco;DJ09503;"Djeco Художній комплект малювання блискітками ""Блискучі метелики""";22,000;8 832,54;;
Лютий 2024;Djeco;DJ09507;"Djeco Художній комплект малювання блискітками ""Сяючі русалки""";100,000;42 918,78;;
Лютий 2024;Djeco;DJ09508;"Djeco Художній комплект малювання блискітками ""Аромат квітів""";81,000;34 238,82;;
Лютий 2024;Djeco;DJ09514;"Djeco Художній комплект ""Світлячки""";-1,000;-366,00;;
Лютий 2024;Djeco;DJ09522;"Djeco Набір для творчості ""Райські пташки""";30,000;14 012,10;;
Лютий 2024;Djeco;DJ09524;"Djeco Художній комплект малювання кольоровим піском ""Чарівний карнавал""";39,000;18 409,02;;
Лютий 2024;Djeco;DJ09526;"Djeco Набір для творчості ""Підйом!""";6,000;2 808,72;;
Лютий 2024;Djeco;DJ09545;"DJECO Набір для розфарбовування ""Ребекка та друзі""";10,000;1 869,00;;
Лютий 2024;Djeco;DJ09548;"DJECO Набір для розфарбовування ""Ніна та друзі""";10,000;1 869,00;;
Лютий 2024;Djeco;DJ09549;"DJECO Набір для розфарбовування ""Скаут та друзі""";20,000;3 738,00;;
Лютий 2024;Djeco;DJ09552;"DJECO Набір для розфарбовування ""Боуї та друзі""";10,000;1 869,00;;
Лютий 2024;Djeco;DJ09575;"Djeco Набір наліпок на тіло ""Єдиноріг""";111,000;12 901,08;;
Лютий 2024;Djeco;DJ09579;"Djeco Набір наліпок на тіло ""Забавні маленькі картинки""";18,000;2 230,38;;
Лютий 2024;Djeco;DJ09584;"Djeco Набір наліпок на тіло ""Пірати""";83,000;9 773,46;;
Лютий 2024;Djeco;DJ09585;"Djeco Набір наліпок на тіло ""Польові квіти""";153,000;18 310,32;;
Лютий 2024;Djeco;DJ09586;"Djeco Набір наліпок на тіло ""Фіона""";29,000;3 536,40;;
Лютий 2024;Djeco;DJ09587;"Djeco Набір наліпок на тіло ""Дженіс""";40,000;4 790,04;;
Лютий 2024;Djeco;DJ09590;"Djeco Набір наліпок на тіло ""Космос""";122,000;14 982,00;;
Лютий 2024;Djeco;DJ09591;"Djeco Набір наліпок на тіло ""Щаслива весна""";44,000;5 407,14;;
Лютий 2024;Djeco;DJ09596;"Djeco Набір наліпок на тіло з райдужним переливом ""Талісмани""";31,000;3 460,38;;
Лютий 2024;Djeco;DJ09612;"Djeco Набір наліпок на тіло ""Ласощі""";24,000;2 956,92;;
Лютий 2024;Djeco;DJ09615;"Djeco Набір наліпок на тіло ""Яскраві пташки""";36,000;4 324,02;;
Лютий 2024;Djeco;DJ09654;"Djeco Набір для творчості ""Рухливі феєчки""";10,000;2 181,00;;
Лютий 2024;Djeco;DJ09690;"Djeco Художній комплект з паперовими ляльками ""Пори року""";12,000;2 842,56;;
Лютий 2024;Djeco;DJ09707;"Djeco Набір для скретчингу ""Вишукані сукні""";6,000;1 164,96;;
Лютий 2024;Djeco;DJ09736;"Djeco Набір скретч - наліпок ""Діамант""";-2,000;-398,64;;
Лютий 2024;Djeco;DJ09737;"Djeco Набір скретч - наліпок ""Метал""";-1,000;-199,32;;
Лютий 2024;Djeco;DJ09807;"Djeco Набір для творчості з дерев'яними намистинами ""Маленькі тварини""";78,000;22 844,28;;
Лютий 2024;Djeco;DJ09808;"Djeco Набір для творчості з дерев'яними намистинами ""Квіти""";45,000;12 410,46;;
Лютий 2024;Djeco;DJ09809;"Djeco Набір для творчості з дерев'яними намистинами ""Пташки""";14,000;3 985,92;;
Лютий 2024;Djeco;DJ09810;"Djeco Набір для творчості з дерев'яними намистинами ""Метелики""";89,000;24 718,74;;
Лютий 2024;Djeco;DJ09837;"DJECO Набір для виготовлення обручів ""Скарби мрій""";16,000;8 987,16;;
Лютий 2024;Djeco;DJ09838;"Djeco Набір для плетіння браслетів ""Яскраві браслети""";227,000;113 424,30;;
Лютий 2024;Djeco;DJ09839;"Djeco Набір для виготовлення прикрас ""Намистинки""";152,000;62 353,68;;
Лютий 2024;Djeco;DJ09863;"Djeco Художній комплект аплікація ""М'які істоти""";133,000;43 151,58;;
Лютий 2024;Djeco;DJ09864;"Djeco Художній комплект аплікація ""Солодка природа""";63,000;20 776,02;;
Лютий 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";183,000;73 058,94;;
Лютий 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";62,000;19 452,72;;
Лютий 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";56,000;23 164,56;;
Лютий 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";40,000;18 460,20;;
Лютий 2024;Djeco;DJ09888;"Djeco Набір для творчості ""Охайно, але весело""";196,000;81 349,44;;
Лютий 2024;Djeco;DJ09895;"Djeco Набір для творчості ""Гігантські тварини""";10,000;4 243,80;;
Лютий 2024;Djeco;DJ09897;"Djeco Набір для розфарбовування ""Сімейка лисиць""";-2,000;-1 465,32;;
Березень 2024;Djeco;DJ00010;"Djeco Набір для виготовлення браслетів дружби ""Серця""";5,000;2 496,90;;
Березень 2024;Djeco;DJ00014;"Djeco Набір для виготовлення браслетів дружби ""Веселка Куміхімо""";1,000;452,76;;
Березень 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";8,000;3 656,28;;
Березень 2024;Djeco;DJ00017;"Djeco Набір для виготовлення браслетів дружби ""Вишні""";6,000;2 727,66;;
Березень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";43,000;20 307,42;;
Березень 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";51,000;23 951,70;;
Березень 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";16,000;4 952,16;;
Березень 2024;Djeco;DJ01612;"Djeco Настільна гра ""Рахуй з пінгвінами""";4,000;1 839,06;;
Березень 2024;Djeco;DJ01663;"Djeco Розвиваюча гра ""Застібки""";4,000;2 459,64;;
Березень 2024;Djeco;DJ01666;"Djeco Розвиваюча гра ""Ремінці""";2,000;1 248,72;;
Березень 2024;Djeco;DJ01669;"Djeco Розвиваюча гра ""З'єднай тваринок""";2,000;1 061,28;;
Березень 2024;Djeco;DJ01698;"Djeco Набір ігор 4в1 ""Лудопарк""";10,000;7 494,48;;
Березень 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";19,000;3 734,88;;
Березень 2024;Djeco;DJ05095;"Djeco Карткова гра ""Мотамо""";3,000;163,68;;
Березень 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";24,000;4 988,52;;
Березень 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";17,000;5 195,46;;
Березень 2024;Djeco;DJ05099;"Djeco Гра ""Найкращі собаки""";2,000;289,32;;
Березень 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";8,000;1 851,00;;
Березень 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";5,000;1 167,72;;
Березень 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";75,000;15 101,64;;
Березень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";1,000;113,28;;
Березень 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";13,000;2 700,60;;
Березень 2024;Djeco;DJ05136;"Djeco Гра ""Динозаври""";11,000;2 050,86;;
Березень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";21,000;4 187,34;;
Березень 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";5,000;1 486,32;;
Березень 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";36,000;10 899,72;;
Березень 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";5,000;1 489,02;;
Березень 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";31,000;10 657,50;;
Березень 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;5,000;4 556,04;;
Березень 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";14,000;7 263,00;;
Березень 2024;Djeco;DJ05641;Djeco Конструктор Zig & Go - 27 дет;6,000;5 596,20;;
Березень 2024;Djeco;DJ05642;Djeco Конструктор Zig & Go - 25 дет;1,000;856,44;;
Березень 2024;Djeco;DJ06481;"Djeco Гра ""Дзеркальні картинки""";7,000;3 426,66;;
Березень 2024;Djeco;DJ06970;"Djeco Карткова гра ""Міні Містігрі""";10,000;1 735,26;;
Березень 2024;Djeco;DJ06971;"Djeco Карткова гра ""Мелі Мело""";-7,000;-1 488,90;;
Березень 2024;Djeco;DJ07900;"Djeco Набір масок з мозаїкою Зроби сам ""Тварини""";13,000;3 457,44;;
Березень 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";37,000;13 642,92;;
Березень 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";22,000;6 875,88;;
Березень 2024;Djeco;DJ07970;"Djeco Набір Зроби сам ""Блокнотики""";1,000;356,40;;
Березень 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";76,000;29 918,64;;
Березень 2024;Djeco;DJ08198;"Djeco Гра настільна ""Анімо Мондо""";12,000;5 139,42;;
Березень 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";8,000;4 768,86;;
Березень 2024;Djeco;DJ08443;"Djeco Гра ""Pixel Tamgram""";3,000;696,66;;
Березень 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";23,000;11 544,06;;
