Партнер,Артикул,Период,Бренд,forecast_monthly,demand_lead_time,safety_stock,reorder_point,current_stock_orc,recommended_order
СмартТойс,DJ05270,2026-02,Djeco,1.4,2.8,8.6,11.3,0.0,11
БІ,DS1082h,2026-02,Cubic Fun,1.0,1.9,9.2,11.2,0.0,11
Чудо Острів,316329,2026-02,Infantino,1.5,3.0,7.6,10.6,0.0,11
БІ,DJ08117,2026-02,Djeco,1.2,2.5,8.3,10.8,0.0,11
Акварель,DJ00058,2026-02,Djeco,0.6,1.2,9.4,10.6,0.0,11
Антошка,W3302h,2026-02,Cubic Fun,1.0,2.1,8.7,10.8,0.0,11
Акварель,W3303h,2026-02,Cubic Fun,1.0,2.1,8.7,10.8,0.0,11
Чудо Острів,305048I,2026-02,Infantino,0.1,0.1,11.1,11.3,0.0,11
БІ,DS1177h,2026-02,Cubic Fun,0.9,1.7,9.4,11.2,0.0,11
БІ,316259,2026-02,Infantino,0.8,1.5,9.3,10.8,0.0,11
Акварель,DJ09231,2026-02,Djeco,0.8,1.7,9.2,10.9,0.0,11
Акварель,W3302h,2026-02,Cubic Fun,1.0,2.1,8.7,10.8,0.0,11
Акварель,W3301h,2026-02,Cubic Fun,1.0,2.1,8.8,10.8,0.0,11
Акварель,T4039h,2026-02,Cubic Fun,0.8,1.5,9.8,11.3,0.0,11
Віват Канцелярія,C238h,2026-02,Cubic Fun,0.7,1.4,9.1,10.6,0.0,11
Епіцентр,DS1087h,2026-02,Cubic Fun,1.0,1.9,9.2,11.2,0.0,11
Антошка,W3301h,2026-02,Cubic Fun,1.0,2.1,8.7,10.8,0.0,11
Епіцентр,DS0990h,2026-02,Cubic Fun,1.5,3.1,8.3,11.3,0.0,11
БІ,315280,2026-02,Infantino,0.9,1.7,8.8,10.5,0.0,11
БІ,DS1053h,2026-02,Cubic Fun,1.0,2.0,8.2,10.2,0.0,10
Акварель,S3007h,2026-02,Cubic Fun,0.1,0.1,10.3,10.4,0.0,10
Чудо Острів,L538h,2026-02,Cubic Fun,1.8,3.6,6.0,9.6,0.0,10
БІ,DS1088h,2026-02,Cubic Fun,0.9,1.7,7.8,9.5,0.0,10
Акварель,MC267h,2026-02,Cubic Fun,0.6,1.3,8.3,9.5,0.0,10
БІ,004909I,2026-02,Infantino,1.3,2.7,7.4,10.0,0.0,10
Антошка,DJ00086,2026-02,Djeco,0.8,1.5,8.5,10.0,0.0,10
Акварель,C094h,2026-02,Cubic Fun,0.8,1.7,8.0,9.7,0.0,10
БІ,DJ09331,2026-02,Djeco,0.8,1.7,8.0,9.7,0.0,10
Чудо Острів,304889I,2026-02,Infantino,0.0,0.0,9.9,10.0,0.0,10
Антошка,DJ08550,2026-02,Djeco,0.8,1.7,8.0,9.7,0.0,10
Акварель,C242h,2026-02,Cubic Fun,0.5,1.0,8.6,9.5,0.0,10
Чудо Острів,005059I,2026-02,Infantino,0.1,0.1,9.9,10.1,0.0,10
БІ,DJ09294,2026-02,Djeco,0.8,1.7,8.0,9.7,0.0,10
Антошка,DJ09867,2026-02,Djeco,0.8,1.7,8.0,9.7,0.0,10
ІМ-Розетка,T4019h,2026-02,Cubic Fun,0.0,0.0,9.6,9.6,0.0,10
Акварель,T4012h,2026-02,Cubic Fun,0.8,1.7,8.8,10.4,0.0,10
БІ,DS0981h,2026-02,Cubic Fun,0.8,1.7,8.0,9.7,0.0,10
Антошка,004914I,2026-02,Infantino,0.1,0.1,9.5,9.7,0.0,10
БІ,DJ09864,2026-02,Djeco,1.0,2.1,7.8,9.9,0.0,10
Чудо Острів,005378I,2026-02,Infantino,0.0,0.0,9.5,9.6,0.0,10
БІ,306606,2026-02,Infantino,1.0,2.1,7.7,9.8,0.0,10
БІ,C044h,2026-02,Cubic Fun,0.8,1.7,8.1,9.7,0.0,10
БІ,DJ09808,2026-02,Djeco,1.0,2.1,7.7,9.8,0.0,10
Епіцентр,216273,2026-02,Infantino,1.0,1.9,8.3,10.2,0.0,10
БІ,305221,2026-02,Infantino,0.4,0.8,9.1,9.9,0.0,10
Епіцентр,304890I,2026-02,Infantino,1.0,2.1,7.5,9.6,0.0,10
БІ,DJ05108,2026-02,Djeco,1.0,2.1,7.9,9.9,0.0,10
Антошка,216273,2026-02,Infantino,1.0,2.0,8.2,10.2,0.0,10
Чудо Острів,315238,2026-02,Infantino,1.0,1.9,8.6,10.5,0.0,10
БІ,DJ05145,2026-02,Djeco,0.8,1.7,8.7,10.4,0.0,10
БІ,C242h,2026-02,Cubic Fun,0.8,1.7,8.1,9.7,0.0,10
Чудо Острів,004909I,2026-02,Infantino,0.1,0.1,9.5,9.6,0.0,10
Епіцентр,C044h,2026-02,Cubic Fun,0.8,1.7,8.1,9.7,0.0,10
БІ,DJ00025,2026-02,Djeco,1.2,2.5,7.1,9.6,0.0,10
БІ,DJ09056,2026-02,Djeco,0.3,0.5,9.3,9.8,0.0,10
Чудо Острів,216569,2026-02,Infantino,1.0,2.0,8.2,10.2,0.0,10
БІ,DJ00059,2026-02,Djeco,1.0,1.9,8.5,10.5,0.0,10
Епіцентр,T4005h,2026-02,Cubic Fun,1.0,2.1,7.8,9.9,0.0,10
БІ,DJ01612,2026-02,Djeco,1.0,1.9,8.2,10.2,0.0,10
ІМ-Розетка,MC254h,2026-02,Cubic Fun,0.1,0.1,10.3,10.4,0.0,10
Акварель,T4005h,2026-02,Cubic Fun,0.6,1.3,8.3,9.6,0.0,10
Акварель,MC255h,2026-02,Cubic Fun,0.8,1.7,8.3,10.0,0.0,10
БІ,DJ08510,2026-02,Djeco,0.9,1.8,7.9,9.7,0.0,10
Чудо Острів,216267I,2026-02,Infantino,0.8,1.7,8.0,9.7,0.0,10
Акварель,DJ09230,2026-02,Djeco,0.5,1.0,8.6,9.5,0.0,10
МайПлей,306161I,2026-02,Infantino,1.1,2.2,7.0,9.2,0.0,9
Чудо Острів,216216I,2026-02,Infantino,0.8,1.7,7.6,9.2,0.0,9
Акварель,L538h,2026-02,Cubic Fun,0.8,1.5,7.4,8.9,0.0,9
Антошка,216216I,2026-02,Infantino,0.8,1.7,7.5,9.2,0.0,9
Антошка,305087,2026-02,Infantino,1.0,1.9,7.4,9.4,0.0,9
БІ,DS1083h,2026-02,Cubic Fun,1.0,1.9,7.1,9.0,0.0,9
Акварель,DJ09232,2026-02,Djeco,0.3,0.5,8.3,8.8,0.0,9
БІ,DJ09684,2026-02,Djeco,0.9,1.7,7.3,9.0,0.0,9
Антошка,005373,2026-02,unknown,4.0,8.1,1.1,9.2,0.0,9
БІ,DS1030h,2026-02,Cubic Fun,0.2,0.5,8.4,8.8,0.0,9
БІ,DJ09809,2026-02,Djeco,0.8,1.7,7.6,9.2,0.0,9
Акварель,P865h,2026-02,Cubic Fun,1.0,2.1,6.8,8.9,0.0,9
Акварель,DS1079h,2026-02,Cubic Fun,1.2,2.4,6.9,9.2,0.0,9
Акварель,DS1057h,2026-02,Cubic Fun,1.5,3.0,6.4,9.4,0.0,9
Акварель,DJ08797,2026-02,Djeco,0.1,0.1,8.6,8.7,0.0,9
БІ,DS1058h,2026-02,Cubic Fun,1.0,2.0,7.2,9.2,0.0,9
Віват Канцелярія,L523h,2026-02,Cubic Fun,1.0,1.9,6.8,8.8,0.0,9
Антошка,315238,2026-02,Infantino,1.0,1.9,6.7,8.7,0.0,9
Антошка,DJ08192,2026-02,Djeco,1.0,1.9,7.5,9.4,0.0,9
Акварель,T4017h,2026-02,Cubic Fun,0.4,0.9,8.6,9.4,0.0,9
Антошка,315319,2026-02,Infantino,0.2,0.5,8.2,8.7,0.0,9
Акварель,DJ08166,2026-02,Djeco,0.4,0.9,8.1,8.9,0.0,9
Акварель,DJ09838,2026-02,Djeco,0.8,1.7,7.5,9.2,0.0,9
БІ,DJ09683,2026-02,Djeco,1.0,1.9,7.5,9.4,0.0,9
БІ,DS0980h,2026-02,Cubic Fun,0.5,1.0,8.5,9.5,0.0,9
Акварель,MC254h,2026-02,Cubic Fun,0.3,0.5,8.7,9.2,0.0,9
БІ,005060I,2026-02,Infantino,0.1,0.1,8.6,8.7,0.0,9
Антошка,W3303h,2026-02,Cubic Fun,1.0,2.1,6.9,9.0,0.0,9
БІ,L537h,2026-02,Cubic Fun,0.4,0.7,8.6,9.3,0.0,9
Віват Канцелярія,T4018h,2026-02,Cubic Fun,0.3,0.5,8.8,9.3,0.0,9
Епіцентр,306307I,2026-02,Infantino,0.8,1.7,7.3,9.0,0.0,9
БІ,DJ05136,2026-02,Djeco,0.4,0.9,8.2,9.0,0.0,9
БІ,315178,2026-02,Infantino,0.5,0.9,7.9,8.8,0.0,9
Епіцентр,C238h,2026-02,Cubic Fun,1.1,2.3,7.2,9.5,0.0,9
БІ,DJ05153,2026-02,Djeco,1.4,2.7,5.9,8.7,0.0,9
Акварель,DD03765,2026-02,Djeco,1.0,2.0,7.0,9.1,0.0,9
БІ,DJ09065,2026-02,Djeco,0.1,0.1,8.7,8.8,0.0,9
БІ,DJ08884,2026-02,Djeco,1.0,2.1,7.2,9.3,0.0,9
Епіцентр,216429I,2026-02,Infantino,0.8,1.7,7.5,9.2,0.0,9
Епіцентр,DS1079h,2026-02,Cubic Fun,0.8,1.5,7.5,9.0,0.0,9
БІ,DJ09503,2026-02,Djeco,0.3,0.5,8.2,8.7,0.0,9
Чудо Острів,316259,2026-02,Infantino,0.4,0.7,8.2,8.9,0.0,9
Чудо Острів,316188I,2026-02,Infantino,0.8,1.7,7.6,9.2,0.0,9
БІ,DJ08800,2026-02,Djeco,0.1,0.1,9.3,9.4,0.0,9
Епіцентр,T4031h,2026-02,Cubic Fun,0.3,0.5,8.8,9.3,0.0,9
Акварель,C241h,2026-02,Cubic Fun,0.4,0.9,8.6,9.4,0.0,9
Епіцентр,206688I,2026-02,Infantino,0.8,1.7,7.7,9.3,0.0,9
Епіцентр,DS1030h,2026-02,Cubic Fun,0.4,0.7,8.0,8.7,0.0,9
Антошка,DS1082h,2026-02,Cubic Fun,0.4,0.7,8.0,8.7,0.0,9
БІ,DJ09348,2026-02,Djeco,0.1,0.1,8.4,8.5,0.0,9
БІ,DD03758,2026-02,Djeco,0.4,0.7,8.0,8.7,0.0,9
Віват Канцелярія,S3031h,2026-02,Cubic Fun,0.9,1.8,7.4,9.3,0.0,9
БІ,DJ09579,2026-02,Djeco,0.1,0.1,9.2,9.3,0.0,9
БІ,DD03754,2026-02,Djeco,0.8,1.5,7.0,8.5,0.0,9
БІ,DJ00058,2026-02,Djeco,0.8,1.5,7.2,8.7,0.0,9
Епіцентр,T4012h,2026-02,Cubic Fun,0.1,0.1,8.7,8.8,0.0,9
БІ,DJ08193,2026-02,Djeco,1.0,1.9,6.9,8.9,0.0,9
ІМ-Розетка,MC253h,2026-02,Cubic Fun,0.0,0.0,9.5,9.5,0.0,9
Епіцентр,T4017h,2026-02,Cubic Fun,0.1,0.1,8.4,8.5,0.0,9
Епіцентр,T4019h,2026-02,Cubic Fun,1.7,3.5,5.6,9.1,0.0,9
Антошка,DS1079h,2026-02,Cubic Fun,0.4,0.7,8.0,8.7,0.0,9
БІ,DJ08198,2026-02,Djeco,0.2,0.4,8.3,8.7,0.0,9
БІ,DJ09381,2026-02,Djeco,0.2,0.4,8.2,8.6,0.0,9
Епіцентр,216276,2026-02,Infantino,0.0,0.0,7.6,7.6,0.0,8
Епіцентр,216216I,2026-02,Infantino,0.8,1.7,6.1,7.7,0.0,8
Віват Канцелярія,T4017h,2026-02,Cubic Fun,0.1,0.1,7.5,7.6,0.0,8
БІ,DJ08162,2026-02,Djeco,0.6,1.3,6.7,7.9,0.0,8
МайПлей,216273,2026-02,Infantino,1.3,2.6,5.1,7.7,0.0,8
Акварель,DJ08800,2026-02,Djeco,0.8,1.7,6.1,7.7,0.0,8
Антошка,315364,2026-02,Infantino,0.4,0.8,7.5,8.3,0.0,8
Антошка,316497,2026-02,Infantino,0.0,0.0,8.1,8.1,0.0,8
Антошка,316329,2026-02,Infantino,1.5,3.0,5.4,8.4,0.0,8
Акварель,DJ09064,2026-02,Djeco,0.5,1.0,6.5,7.5,0.0,8
Антошка,005058,2026-02,unknown,3.3,6.6,1.6,8.2,0.0,8
Епіцентр,DS1057h,2026-02,Cubic Fun,0.7,1.5,6.9,8.4,0.0,8
Епіцентр,P867h,2026-02,Cubic Fun,0.9,1.7,5.9,7.6,0.0,8
БІ,DJ09869,2026-02,Djeco,0.6,1.3,7.2,8.4,0.0,8
Антошка,302035,2026-02,Infantino,0.4,0.8,7.2,8.0,0.0,8
Епіцентр,L537h,2026-02,Cubic Fun,0.8,1.6,6.0,7.7,0.0,8
БІ,DJ03085,2026-02,Djeco,0.8,1.7,6.1,7.7,0.0,8
Епіцентр,L536h,2026-02,Cubic Fun,0.8,1.6,6.5,8.1,0.0,8
ІМ-Розетка,DJ08533,2026-02,Djeco,0.2,0.5,7.7,8.2,0.0,8
Епіцентр,DS1182h,2026-02,Cubic Fun,0.8,1.6,6.3,7.9,0.0,8
Антошка,216276,2026-02,Infantino,0.0,0.1,7.6,7.6,0.0,8
Чудо Острів,206893I,2026-02,Infantino,0.8,1.5,6.2,7.7,0.0,8
Епіцентр,DS1088h,2026-02,Cubic Fun,0.8,1.6,6.6,8.2,0.0,8
Антошка,306307I,2026-02,Infantino,0.1,0.1,7.4,7.5,0.0,8
Антошка,206893I,2026-02,Infantino,0.8,1.7,6.1,7.7,0.0,8
БІ,005059I,2026-02,Infantino,0.1,0.1,7.8,8.0,0.0,8
Акварель,DJ09575,2026-02,Djeco,0.9,1.8,5.9,7.8,0.0,8
МайПлей,206105I,2026-02,Infantino,0.7,1.4,6.3,7.7,0.0,8
БІ,S3007h,2026-02,Cubic Fun,1.0,2.0,5.9,7.9,0.0,8
Епіцентр,MC267h,2026-02,Cubic Fun,0.9,1.8,5.9,7.8,0.0,8
Антошка,DS0978h,2026-02,Cubic Fun,1.5,3.0,5.1,8.1,0.0,8
Епіцентр,305031,2026-02,Infantino,0.9,1.8,5.8,7.6,0.0,8
Чудо Острів,305194,2026-02,Infantino,0.0,0.0,8.4,8.4,0.0,8
Акварель,DJ08157,2026-02,Djeco,0.1,0.1,8.0,8.1,0.0,8
БІ,DJ08802,2026-02,Djeco,0.5,1.0,6.6,7.6,0.0,8
Антошка,DJ07161,2026-02,Djeco,0.8,1.7,6.3,8.0,0.0,8
БІ,DJ08842,2026-02,Djeco,0.8,1.7,6.3,8.0,0.0,8
БІ,DJ09508,2026-02,Djeco,0.8,1.7,6.4,8.1,0.0,8
Акварель,S3015h,2026-02,Cubic Fun,1.1,2.3,6.0,8.2,0.0,8
Сільпо,T4031h,2026-02,Cubic Fun,0.8,1.5,6.1,7.6,0.0,8
Акварель,S3012h,2026-02,Cubic Fun,0.3,0.5,7.6,8.1,0.0,8
Акварель,S3009h,2026-02,Cubic Fun,0.3,0.5,7.2,7.7,0.0,8
Антошка,DJ08195,2026-02,Djeco,0.8,1.5,6.5,8.1,0.0,8
Чудо Острів,DS1088h,2026-02,Cubic Fun,1.0,2.0,6.3,8.3,0.0,8
БІ,T4032h,2026-02,Cubic Fun,0.1,0.1,8.0,8.1,0.0,8
БІ,DJ09057,2026-02,Djeco,0.2,0.4,7.4,7.8,0.0,8
БІ,DJ09066,2026-02,Djeco,0.1,0.1,7.4,7.5,0.0,8
Чудо Острів,W3300h,2026-02,Cubic Fun,0.9,1.7,5.9,7.6,0.0,8
Чудо Острів,W3301h,2026-02,Cubic Fun,0.9,1.7,5.9,7.6,0.0,8
БІ,DJ09591,2026-02,Djeco,0.5,1.0,6.6,7.6,0.0,8
Акварель,MC256h,2026-02,Cubic Fun,0.9,1.8,6.0,7.8,0.0,8
Епіцентр,316188I,2026-02,Infantino,0.8,1.7,6.3,8.0,0.0,8
Акварель,DS1030h,2026-02,Cubic Fun,0.0,0.0,8.0,8.0,0.0,8
Антошка,DJ08164,2026-02,Djeco,1.0,2.1,6.1,8.2,0.0,8
Віват Канцелярія,L525h,2026-02,Cubic Fun,1.0,2.0,5.8,7.7,0.0,8
БІ,004914I,2026-02,Infantino,1.0,2.1,5.8,7.8,0.0,8
БІ,DJ08266,2026-02,Djeco,0.4,0.8,7.7,8.5,0.0,8
Акварель,T4019h,2026-02,Cubic Fun,1.3,2.7,5.6,8.3,0.0,8
БІ,004896I,2026-02,Infantino,1.0,2.1,6.1,8.2,0.0,8
Акварель,C080h,2026-02,Cubic Fun,0.8,1.7,6.2,7.8,0.0,8
Акварель,DS0978h,2026-02,Cubic Fun,1.5,3.1,5.1,8.1,0.0,8
Антошка,216570I,2026-02,Infantino,0.8,1.7,6.1,7.7,0.0,8
Віват Канцелярія,L532h,2026-02,Cubic Fun,1.3,2.6,5.9,8.5,0.0,8
БІ,DJ07918,2026-02,Djeco,0.6,1.2,5.6,6.8,0.0,7
Акварель,S3008h,2026-02,Cubic Fun,0.1,0.1,7.2,7.3,0.0,7
Акварель,DS1091h,2026-02,Cubic Fun,0.0,0.0,6.6,6.6,0.0,7
БІ,DJ08195,2026-02,Djeco,0.2,0.4,6.3,6.7,0.0,7
Акварель,DJ09810,2026-02,Djeco,0.0,0.0,7.4,7.5,0.0,7
Акварель,DS1177h,2026-02,Cubic Fun,0.9,1.7,5.5,7.2,0.0,7
Смік,005364,2026-02,unknown,1.3,2.5,4.3,6.9,0.0,7
БІ,DJ09075,2026-02,Djeco,0.7,1.3,5.6,6.9,0.0,7
Чудо Острів,T4008h,2026-02,Cubic Fun,0.1,0.1,7.1,7.3,0.0,7
БІ,DJ09272,2026-02,Djeco,0.8,1.5,5.4,7.0,0.0,7
БІ,MC269h,2026-02,Cubic Fun,0.3,0.5,6.2,6.7,0.0,7
Акварель,T4032h,2026-02,Cubic Fun,0.1,0.1,7.2,7.3,0.0,7
Акварель,L534h,2026-02,Cubic Fun,0.9,1.7,5.5,7.2,0.0,7
Новус,DD03766,2026-02,Djeco,0.7,1.3,5.8,7.1,0.0,7
Епіцентр,206893I,2026-02,Infantino,0.1,0.1,7.1,7.3,0.0,7
Акварель,DJ09750,2026-02,Djeco,0.1,0.1,7.2,7.3,0.0,7
БІ,DJ09409,2026-02,Djeco,0.3,0.5,6.9,7.4,0.0,7
Акварель,DJ09428,2026-02,Djeco,0.0,0.0,6.8,6.8,0.0,7
Епіцентр,DS0992h,2026-02,Cubic Fun,0.4,0.9,5.9,6.8,0.0,7
Акварель,DJ09867,2026-02,Djeco,0.4,0.9,5.9,6.8,0.0,7
БІ,DJ08678,2026-02,Djeco,0.1,0.1,7.2,7.3,0.0,7
БІ,DJ06103,2026-02,Djeco,0.2,0.4,6.5,6.9,0.0,7
БІ,S3012h,2026-02,Cubic Fun,0.3,0.5,6.9,7.5,0.0,7
Акварель,DS0992h,2026-02,Cubic Fun,0.0,0.0,7.3,7.3,0.0,7
БІ,DJ08590,2026-02,Djeco,0.2,0.4,6.9,7.3,0.0,7
БІ,DJ08192,2026-02,Djeco,0.2,0.4,6.3,6.7,0.0,7
Акварель,DS1052h,2026-02,Cubic Fun,0.2,0.5,6.4,6.9,0.0,7
Епіцентр,306912I,2026-02,Infantino,0.6,1.1,5.7,6.8,0.0,7
Епіцентр,DS0980h,2026-02,Cubic Fun,0.1,0.1,6.5,6.6,0.0,7
Епіцентр,C060h,2026-02,Cubic Fun,0.1,0.1,7.2,7.3,0.0,7
БІ,DJ05098,2026-02,Djeco,0.4,0.9,6.6,7.4,0.0,7
Акварель,DS1058h,2026-02,Cubic Fun,0.0,0.0,7.4,7.4,0.0,7
Акварель,DS1059h,2026-02,Cubic Fun,0.4,0.8,5.9,6.8,0.0,7
Смік,DD03767,2026-02,Djeco,0.0,0.0,7.0,7.0,0.0,7
Новус,DJ08510,2026-02,Djeco,0.5,1.1,6.4,7.5,0.0,7
Епіцентр,DS1052h,2026-02,Cubic Fun,0.5,1.1,6.2,7.3,0.0,7
БІ,DJ08931,2026-02,Djeco,0.3,0.5,6.2,6.8,0.0,7
БІ,DJ08417,2026-02,Djeco,1.4,2.9,3.7,6.5,0.0,7
Акварель,DS0981h,2026-02,Cubic Fun,0.3,0.5,6.9,7.4,0.0,7
Епіцентр,W3301h,2026-02,Cubic Fun,0.6,1.2,6.2,7.4,0.0,7
БІ,DJ00054,2026-02,Djeco,0.0,0.0,6.7,6.7,0.0,7
Антошка,T4031h,2026-02,Cubic Fun,0.1,0.1,7.2,7.3,0.0,7
Акварель,DJ08165,2026-02,Djeco,0.1,0.1,6.5,6.6,0.0,7
Чудо Острів,306307I,2026-02,Infantino,0.1,0.1,6.5,6.6,0.0,7
Антошка,DJ08193,2026-02,Djeco,0.4,0.7,6.5,7.2,0.0,7
Акварель,DD03758,2026-02,Djeco,0.0,0.0,6.6,6.6,0.0,7
БІ,DJ09507,2026-02,Djeco,0.1,0.1,6.7,6.8,0.0,7
Акварель,C060h,2026-02,Cubic Fun,0.3,0.5,6.9,7.5,0.0,7
Чудо Острів,216571,2026-02,Infantino,0.8,1.5,5.4,7.0,0.0,7
БІ,DD04713,2026-02,Djeco,0.0,0.0,6.6,6.6,0.0,7
Антошка,DJ07112,2026-02,Djeco,0.5,0.9,6.2,7.1,0.0,7
Віват Канцелярія,S3026h,2026-02,Cubic Fun,0.6,1.1,5.7,6.8,0.0,7
Віват Канцелярія,T4005h,2026-02,Cubic Fun,0.8,1.7,5.6,7.3,0.0,7
БІ,DS1091h,2026-02,Cubic Fun,0.0,0.0,7.5,7.5,0.0,7
БІ,DJ09837,2026-02,Djeco,0.8,1.5,5.4,6.9,0.0,7
Антошка,C060h,2026-02,Cubic Fun,0.0,0.0,6.7,6.7,0.0,7
Акварель,DJ08802,2026-02,Djeco,0.4,0.9,6.6,7.5,0.0,7
Антошка,DJ08196,2026-02,Djeco,0.4,0.7,6.2,6.9,0.0,7
Чудо Острів,305221,2026-02,Infantino,0.1,0.1,6.6,6.7,0.0,7
БІ,302049I,2026-02,Infantino,0.0,0.0,6.6,6.6,0.0,7
Антошка,T4019h,2026-02,Cubic Fun,0.0,0.0,6.7,6.8,0.0,7
Антошка,DJ09810,2026-02,Djeco,0.1,0.1,7.1,7.3,0.0,7
Віват Канцелярія,C044h,2026-02,Cubic Fun,0.4,0.9,5.9,6.8,0.0,7
БІ,DJ09584,2026-02,Djeco,0.1,0.1,7.2,7.3,0.0,7
Віват Канцелярія,C241h,2026-02,Cubic Fun,0.1,0.1,6.5,6.6,0.0,7
Віват Канцелярія,C242h,2026-02,Cubic Fun,0.1,0.1,7.0,7.1,0.0,7
МайПлей,304890I,2026-02,Infantino,0.1,0.1,6.5,6.6,0.0,7
МайПлей,304889I,2026-02,Infantino,0.1,0.1,6.7,6.8,0.0,7
БІ,DS1090h,2026-02,Cubic Fun,0.4,0.8,6.3,7.1,0.0,7
Чудо Острів,305195,2026-02,Infantino,0.2,0.4,6.9,7.4,0.0,7
Віват Канцелярія,S3006h,2026-02,Cubic Fun,0.1,0.1,6.4,6.5,0.0,7
Антошка,T4012h,2026-02,Cubic Fun,0.0,0.0,7.1,7.1,0.0,7
Акварель,DJ00026,2026-02,Djeco,0.0,0.0,6.6,6.6,0.0,7
БІ,DJ09615,2026-02,Djeco,0.4,0.8,6.6,7.4,0.0,7
Чудо Острів,302035,2026-02,Infantino,1.0,1.9,5.2,7.1,0.0,7
Акварель,DJ08120,2026-02,Djeco,0.4,0.9,6.6,7.5,0.0,7
Антошка,316259,2026-02,Infantino,0.0,0.0,7.2,7.2,0.0,7
Антошка,DS1091h,2026-02,Cubic Fun,0.0,0.0,6.9,6.9,0.0,7
БІ,DS1052h,2026-02,Cubic Fun,0.1,0.2,6.9,7.1,0.0,7
БІ,315213,2026-02,Infantino,0.0,0.0,7.3,7.3,0.0,7
БІ,DS1181h,2026-02,Cubic Fun,0.6,1.2,5.3,6.5,0.0,7
Віват Канцелярія,DS0990h,2026-02,Cubic Fun,0.5,1.0,6.5,7.4,0.0,7
Антошка,315178,2026-02,Infantino,0.2,0.5,6.2,6.7,0.0,7
МайПлей,005364,2026-02,unknown,2.0,3.9,3.6,7.5,0.0,7
БІ,DS1051h,2026-02,Cubic Fun,0.0,0.0,6.9,6.9,0.0,7
МайПлей,005362I,2026-02,Infantino,0.1,0.1,6.7,6.8,0.0,7
Епіцентр,T4008h,2026-02,Cubic Fun,0.1,0.1,7.1,7.2,0.0,7
БІ,302050I,2026-02,Infantino,0.0,0.0,6.6,6.6,0.0,7
Чудо Острів,316051I,2026-02,Infantino,0.4,0.9,5.9,6.8,0.0,7
БІ,DS1176h,2026-02,Cubic Fun,0.1,0.1,6.8,6.9,0.0,7
Чудо Острів,216289I,2026-02,Infantino,1.5,3.1,4.4,7.4,0.0,7
ІМ-Розетка,DJ09750,2026-02,Djeco,0.0,0.0,6.6,6.6,0.0,7
Акварель,DJ09330,2026-02,Djeco,0.1,0.1,7.1,7.3,0.0,7
Віват Канцелярія,W3303h,2026-02,Cubic Fun,0.9,1.7,5.6,7.3,0.0,7
Віват Канцелярія,DS0992h,2026-02,Cubic Fun,0.1,0.1,6.4,6.5,0.0,7
ІМ-Розетка,DJ09332,2026-02,Djeco,0.0,0.1,7.1,7.2,0.0,7
Антошка,304893I,2026-02,Infantino,0.4,0.8,5.4,6.2,0.0,6
Антошка,DS1098h,2026-02,Cubic Fun,0.4,0.7,5.6,6.3,0.0,6
БІ,DJ05092,2026-02,Djeco,0.0,0.1,5.5,5.6,0.0,6
Белес,S3006h,2026-02,Cubic Fun,0.0,0.0,6.3,6.3,0.0,6
МайПлей,DJ05208,2026-02,Djeco,0.1,0.1,6.0,6.1,0.0,6
Антошка,DJ09293,2026-02,Djeco,0.0,0.1,6.1,6.2,0.0,6
Антошка,DS0986h,2026-02,Cubic Fun,0.1,0.1,5.9,6.0,0.0,6
Акварель,P866h,2026-02,Cubic Fun,0.6,1.2,5.3,6.5,0.0,6
Акварель,P867h,2026-02,Cubic Fun,0.9,1.7,4.3,6.0,0.0,6
Антошка,DS1097h,2026-02,Cubic Fun,0.0,0.0,5.7,5.7,0.0,6
Антошка,305194,2026-02,Infantino,0.0,0.0,5.6,5.6,0.0,6
Віват Канцелярія,C094h,2026-02,Cubic Fun,0.1,0.1,6.2,6.4,0.0,6
Віват Канцелярія,C080h,2026-02,Cubic Fun,0.1,0.1,6.0,6.1,0.0,6
МайПлей,305031,2026-02,Infantino,1.0,1.9,4.2,6.1,0.0,6
РОСТ,S3031h,2026-02,Cubic Fun,1.3,2.6,3.8,6.4,0.0,6
Антошка,DJ09575,2026-02,Djeco,0.1,0.1,6.3,6.4,0.0,6
Антошка,DJ09750,2026-02,Djeco,0.1,0.1,6.0,6.1,0.0,6
МайПлей,306307I,2026-02,Infantino,0.1,0.1,5.5,5.6,0.0,6
Антошка,DS1051h,2026-02,Cubic Fun,0.4,0.8,4.9,5.7,0.0,6
БІ,DJ05096,2026-02,Djeco,0.1,0.2,5.4,5.7,0.0,6
Антошка,306606,2026-02,Infantino,0.1,0.1,6.0,6.1,0.0,6
БІ,315260,2026-02,Infantino,1.1,2.3,3.9,6.2,0.0,6
БІ,DJ09524,2026-02,Djeco,0.0,0.0,5.9,5.9,0.0,6
Белес,S3012h,2026-02,Cubic Fun,0.0,0.0,6.3,6.3,0.0,6
БІ,205052,2026-02,Infantino,0.6,1.2,4.8,6.0,0.0,6
Антошка,004627I,2026-02,Infantino,0.4,0.9,5.5,6.4,0.0,6
Антошка,315259,2026-02,Infantino,0.6,1.2,4.7,5.9,0.0,6
Антошка,DJ08117,2026-02,Djeco,0.0,0.0,5.9,5.9,0.0,6
Антошка,315213,2026-02,Infantino,0.0,0.0,6.3,6.3,0.0,6
БІ,DJ07901,2026-02,Djeco,0.0,0.0,6.2,6.2,0.0,6
БІ,DJ08454,2026-02,Djeco,0.1,0.1,5.7,5.8,0.0,6
